year,type,author,title,field,tag,booktitle,abbr,vol,no,pages,doi
2015,inproceedings,"Sergiy Vilkomir, David Anderson",Relationship between Pair-wise and MC/DC Testing: Initial Experimental Results,Evaluation,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,1-4,10.1109/ICSTW.2015.7107439
2015,inproceedings,Douglas Hillmer,Introducing Combinatorial Testing in the Organization a Report on a First Attempt,Application,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,1-9,10.1109/ICSTW.2015.7107433
2015,inproceedings,"Feng Duan, Linbin Yu, Yu Lei, Raghu N. Kacker, D. Richard Kuhn",Improving IPOG's Vertical Growth Based on a Graph Coloring Scheme,Generation,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,1-4,10.1109/ICSTW.2015.7107444
2015,inproceedings,"Christopher Henard, Mike Papadakis, Yves Le Traon",Flattening or Not of the Combinatorial Interaction Testing Models?,Generation,Constraint,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,1-4,10.1109/ICSTW.2015.7107443
2015,inproceedings,"Josip Bozic, Bernhard Garn, Dimitris E. Simos, Franz Wotawa",Evaluation of the IPO-Family Algorithms for Test Case Generation in Web Security Testing,Evaluation,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,1-10,10.1109/ICSTW.2015.7107436
2015,inproceedings,"D. Richard Kuhn, Raghu N. Kacker, Yu Lei, Jose Torres-Jimenez",Equivalence class verification and oracle-free testing using two-layer covering arrays,Model,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,1-4,10.1109/ICSTW.2015.7107445
2015,inproceedings,George Sherwood,Embedded Functions in Combinatorial Test Designs,Model,Constraint,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,1-10,10.1109/ICSTW.2015.7107432
2015,inproceedings,"Linbin Yu, Feng Duan, Yu Lei, Raghu N. Kacker, D. Richard Kuhn",Constraint Handling in Combinatorial Test Generation Using Forbidden Tuples,Generation,Constraint,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,1-9,10.1109/ICSTW.2015.7107441
2015,inproceedings,"Itai Segall, Rachel Tzoref-Brill, Aviad Zlotnick",Combining Minimization and Generation for Combinatorial Testing,Optimization,Reduction,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,1-9,10.1109/ICSTW.2015.7107434
2015,inproceedings,"Arsalan Javeed, Cemal Yilmaz",Combinatorial Interaction Testing of Tangled Configuration Options,Model,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,1-4,10.1109/ICSTW.2015.7107438
2015,inproceedings,"Laleh Sh. Ghandehari, Jaganmohan Chandrasekaran, Yu Lei, Raghu N. Kacker, D. Richard Kuhn",BEN: A Combinatorial Testing-Based Fault Localization Tool,Diagnosis,Tool,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,1-4,10.1109/ICSTW.2015.7107446
2015,inproceedings,"Siegmar Zufle, Venkataraman Krishnamoorthy",A process for nonfunctional combinatorial testing: Selection of parameter values from a nondiscrete domain space,Model,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,1-4,10.1109/ICSTW.2015.7107437
2015,inproceedings,"Roberto E. Lopez-Herrejon, Stefan Fischer, Rudolf Ramler, Alexander Egyed",A First Systematic Mapping Study on Combinatorial Interaction Testing for Software Product Lines,Other,"Software Product Line, Survey","IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,1-10,10.1109/ICSTW.2015.7107435
2015,article,"Jon Hagar, Thomas L. Wissink, D. Richard Kuhn, Raghu N. Kacker",Introducing Combinatorial Testing in a Large Organization,Application,,IEEE Computer,,48,4,64-72,10.1109/MC.2015.114
2015,inproceedings,"Anna Zamansky, Eitan Farchi",Helping the Tester Get it Right: Towards Supporting Agile Combinatorial Test Design,Model,,Human-Oriented Formal Methods Workshop,,,,1-7,10.1007/978-3-662-49224-6_4
2015,article,Charles J. Colbourn,Augmentation of Covering Arrays of Strength Two,Generation,,Graphs and Combinatorics,,31,6,2137-2147,10.1007/S00373-014-1519-9
2015,article,"Thair Mahmoud, Bestoun S. Ahmed",An efficient strategy for covering array construction with fuzzy logic-based adaptive swarm optimization for software testing use,Generation,Search Based,Expert Systems with Applications,,42,12,8753–8765,10.1016/j.eswa.2015.07.029
2015,inproceedings,"Sagar Sen, Stefano Di Alesio, Dusica Marijan, Arnab Sarkar",Evaluating Reconfiguration Impact in Self-Adaptive Systems - An Approach Based on Combinatorial Interaction Testing,Generation,"Constraint, Software Product Line",Euromicro Conference on Software Engineering and Advanced Applications,,,,250-254,10.1109/SEAA.2015.72
2015,article,"Arturo Rodríguez-Cristerna, José Torres-Jiménez, Wilfrido Gómez-Flores, Wagner Coelho A. Pereira",Construction of Mixed Covering Arrays Using a Combination of Simulated Annealing and Variable Neighborhood Search,Generation,,Electronic Notes in Discrete Mathematics,,47,,109-116,10.1016/J.ENDM.2014.11.015
2015,inproceedings,"Khandakar Rabbi, Quazi Mamun, M.D. Rafiqul Islam",An efficient particle swarm intelligence based strategy to generate optimum test data in t-way testing,Generation,Search Based,Conference on Industrial Electronics and Applications,,,,123-128,10.1109/ICIEA.2015.7334096
2015,article,"Marcos Palaciosa, Jose Garcia-Fanjula, Javier Tuyaa, George Spanoudakisb",Automatic test case generation for WS-Agreements using combinatorial testing,Generation,,Computer Standards & Interfaces,,38,,84-100,10.1016/j.csi.2014.10.003
2015,inproceedings,"Andrea Calvagna, Andrea Fornaia, Emiliano Tramontana",Random versus combinatorial effectiveness in software conformance testing: a case study,Evaluation,,Annual ACM Symposium on Applied Computing,,,,1797-1802,10.1145/2695664.2695905
2015,inproceedings,"Andrea Calvagna, Emiliano Tramontana",A framework for incremental covering arrays construction,Generation,Adaptive CT,Advances in Intelligent Systems and Computing,,349,,283-294,10.1007/978-3-319-18473-9_28
2015,inproceedings,"D. Richard Kuhn, Renée C. Bryce, Feng Duan, Laleh Sh. Ghandehari, Yu Lei, Raghu N. Kacker",Combinatorial Testing: Theory and Practice,Other,Survey,Advances in Computers,,99,,1-66,10.1016/bs.adcom.2015.05.003
2015,inproceedings,"Jose Torres-Jimenez, Idelfonso Izquierdo-Marquez, Aldo Gonzalez-Gomez, Himer Avila-George",A Branch & Bound Algorithm to Derive a Direct Construction for Binary Covering Arrays,Generation,,Advances in Artificial Intelligence and Soft Computing,,9413,,158-177,10.1007/978-3-319-27060-9_13
2015,article,"Abhinandan H. Patil, Neena Goveas, Krishnan Rangarajan",Re-architecture of Contiki and Cooja Regression Test Suites using Combinatorial Testing Approach,Application,,ACM SIGSOFT Software Engineering Notes,,40,2,1-3,10.1145/2735399.2735413
2015,article,"Abraham N. Aldaco, Charles J. Colbourn, Violet R. Syrotiuk",Locating Arrays: A New Experimental Design for Screening Complex Engineered Systems,Generation,,ACM SIGOPS Operating Systems Review - Special Issue on Repeatability and Sharing of Experimental Artifacts,,49,1,31-40,10.1145/2723872.2723878
2015,inproceedings,"Itai Segall, Rachel Tzoref-Brill",Feedback-driven combinatorial test design and execution,Application,Adaptive CT,ACM International Systems and Storage Conference,,,,12:1-12:6,10.1145/2757667.2757677
2014,inproceedings,"Bernhard Garn, Ioannis Kapsalis, Dimitris E. Simos, Severin Winkler",On the applicability of combinatorial testing to web application security testing: a case study,Application,,Workshop on Joining AcadeMiA and Industry Contributions to Test Automation and Model-Based Testing,,,,16-21,10.1145/2631890.2631894
2014,inproceedings,"Eun-Hye Choi, Takashi Kitamura, Cyrille Artho, Yutaka Oiwa",Design of Prioritized N-wise Testing,Optimization,Priority,Testing Software and Systems,,8763,,186-191,10.1007/978-3-662-44857-1_14
2014,book,"Jian Zhang, Zhiqiang Zhang, Feifei Ma",Automatic Generation of Combinatorial Test Data,Generation,Constraint,Springer Berlin Heidelberg,,,,,10.1007/978-3-662-43429-1
2014,article,"Kyungmin Go, Sungwon Kang, Jongmoon Baik, Myungchul Kim",Pairwise testing for systems with data derived from real-valued variable inputs,Model,,Software: Practice and Experience,,,,1-23,10.1002/spe.2295
2014,article,"Jinfu Chen, Qing Li, Chengying Mao, Dave Towey, Yongzhao Zhan, Huanhuan Wang",A Web services vulnerability testing approach based on combinatorial mutation and SOAP message mutation,Application,,Service Oriented Computing and Applications,,8,1,1-13,10.1007/s11761-013-0139-1
2014,article,AA Petukhov,Mixed optimization combinatorial method for constructing covering arrays,Generation,,Programming and Computer Software,,40,1,10-–20,10.1134/S036176881401006X
2014,inproceedings,"Takahiro Nagamoto, Hideharu Kojima, Hiroyuki Nakagawa, Tatsuhiro Tsuchiya",Locating a Faulty Interaction in Pair-wise Testing (short),Diagnosis,,Pacific Rim International Symposium on Dependable Computing,,,,155-156,10.1109/PRDC.2014.26
2014,article,"Rozmie R. Othman, Norazlina Khamis, Kamal Z. Zamli",Variable strength t-way test suite generator with constraints support,Generation,Constraint,Malaysian Journal of Computer Science,,27,3,204-217,
2014,article,"Zhiqiang Zhang, Jun Yan, Yong Zhao, Jian Zhang",Generating combinatorial test suite using combinatorial optimization,Generation,Constraint,Journal of Systems and Software,JSS,98,0,191-207,10.1016/j.jss.2014.09.001
2014,article,"Xu Liang, Shujie Guo, Ming Huang, Xuan Jiao",Combinatorial Test Case Suite Generation Based on Differential Evolution Algorithm,Generation,,Journal of Software,,9,6,1479-1484,10.4304/JSW.9.6.1479-1484
2014,inproceedings,"Huayao Wu, Changhai Nie",An overview of search based combinatorial testing,Other,"Search Based, Survey",International Workshop on Search-Based Software Testing,SBST,,,27-30,10.1145/2593833.2593839
2014,inproceedings,"Patrick C. Murray, Charles J. Colbourn",Sequence Covering Arrays and Linear Extensions,Generation,,International Workshop on Combinatorial Algorithms,,,,274-285,10.1007/978-3-319-19315-1_24
2014,inproceedings,"Josip Bozic, Dimitris E. Simos, Franz Wotawa",Attack pattern-based combinatorial testing,Application,,International Workshop on Automation of Software Test,,,,1-9,10.1145/2593501.2593502
2014,inproceedings,"Jose A. Galindo, Mauricio Alferez, Mathieu Acher, Benoit Baudry, David Benavides",A variability-based testing approach for synthesizing video sequences,Application,,International Symposium on Software Testing and Analysis,ISSTA,,,293-303,10.1145/2610384.2610411
2014,inproceedings,"Satoshi Fujimoto, Hideharu Kojima, Hiroyuki Nakagawa, Tatsuhiro Tsuchiya",Applying parameter value weighting to a practical application,Application,Priority,International Symposium on Software Reliability Engineering Workshops,ISSREW,,,130-131,10.1109/ISSREW.2014.63
2014,inproceedings,"Sunint Kaur Khalsa, Yvan Labiche",An Orchestrated Survey of Available Algorithms and Tools for Combinatorial Testing,Other,"Tool, Survey",International Symposium on Software Reliability Engineering,ISSRE,,,323-334,10.1109/ISSRE.2014.15
2014,inproceedings,"Wenjun Wu, Wei-Tek Tsai, Chao Jin, Guanqiu Qi, Luo Jie",Test-algebra execution in a cloud environment,Application,,International Symposium on Service Oriented System Engineering,,,,59-69,10.1109/SOSE.2014.13
2014,inproceedings,"Wei-Tek Tsai, Jie Luo, Guanqiu Qi, Wenjun Wu",Concurrent Test Algebra Execution with Combinatorial Testing,Application,,International Symposium on Service Oriented System Engineering,,,,35-46,10.1109/SOSE.2014.11
2014,inproceedings,"Linbin Yu, Feng Duan, Yu Lei, Raghu N. Kacker, D. Richard Kuhn",Combinatorial Test Generation for Software Product Lines Using Minimum Invalid Tuples,Generation,Software Product Line,International Symposium on High Assurance System Engineering,,,,65-72,10.1109/HASE.2014.18
2014,inproceedings,"Mustafa Al-Hajjaji, Thomas Thum, Jens Meinicke, Malte Lochau, Gunter Saake",Similarity-based prioritization in software product-line testing,Optimization,Priority,International Software Product Line Conference,,1,,197-206,10.1145/2648511.2648532
2014,inproceedings,"Angelo Gargantini, Paolo Vavassori",Efficient Combinatorial Test Generation Based on Multivalued Decision Diagrams,Generation,,International Haifa Verification Conference,,,,220-235,10.1007/978-3-319-13338-6_17
2014,inproceedings,"Nelly Condori-Fernandez, Peter M. Kruse, Tanja E.J. Vos, Etienne Brosse, Alessandra Bagnato",Combinatorial Testing in an Industrial Environment -- Analyzing the Applicability of a Tool,Application,Tool,International Conference on the Quality of Information and Communications Technology,,,,210-215,10.1109/QUATIC.2014.36
2014,inproceedings,"Nelly Condori-Fernández, Peter M. Kruse, Tanja E. J. Vos, Etienne Brosse, Alessandra Bagnato",Combinatorial Testing in an Industrial Environment - Analyzing the Applicability of a Tool,Application,,International Conference on the Quality of Information and Communications Technology,,,,210-215,10.1109/QUATIC.2014.36
2014,inproceedings,"Shiwei Gao, Binglei Du, Yaruo Jiang, Jianghua Lv, Shilong Ma",An efficient algorithm for pairwise test case generation in presence of constraints,Generation,Constraint,International Conference on Systems and Informatics,,,,406-410,10.1109/ICSAI.2014.7009323
2014,inproceedings,"Paul Wojciak, Rachel Tzoref-Brill",System Level Combinatorial Testing in Practice - The Concurrent Maintenance Case Study,Application,,"International Conference on Software Testing, Verification and Validation",ICST,,,103-112,10.1109/ICST.2014.23
2014,inproceedings,"Mike Papadakis, Christopher Henard, Yves Le Traon",Sampling Program Inputs with Mutation Analysis: Going Beyond Combinatorial Interaction Testing,Evaluation,,"International Conference on Software Testing, Verification and Validation",ICST,,,1-10,10.1109/ICST.2014.11
2014,inproceedings,"Ana B. Sanchez, Sergio Segura, Antonio Ruiz-Cortes",A Comparison of test case prioritization criteria for software product lines,Optimization,"Priority, Software Product Line","International Conference on Software Testing, Verification and Validation",ICST,,,41-50,10.1109/ICST.2014.15
2014,inproceedings,"Jenny Li, Tony Savor",Detecting DoS attacks on notification services,Application,,International Conference on Software Security and Reliability - Companion,,,,192-198,10.1109/SERE-C.2014.38
2014,inproceedings,"Wei-Tek Tsai, Guanqiu Qi, Lian Yu, Jerry Gao",TaaS (Testing-as-a-Service) Design for Combinatorial Testing,Application,,International Conference on Software Security and Reliability,,,,127-136,10.1109/SERE.2014.26
2014,inproceedings,"Rubing Huang, Jinfu Chen, Rongcun Wang, Deng Chen",How to do tie-breaking in prioritization of interaction test suites?,Optimization,Priority,International Conference on Software Engineering and Knowledge Engineering,,,,121-125,
2014,inproceedings,"Yasuhiro Hirasaki, Hideharu Kojima, Tatsuhiro Tsuchiya",Applying random testing to constrained interaction testing,Generation,Constraint,International Conference on Software Engineering and Knowledge Engineering,,,,193-198,
2014,inproceedings,"Shiwei Gao, Jianghua Lv, Binglei Du, Yaruo Jiang, Shilong Ma",General Optimization Strategies for Refining the In-Parameter-Order Algorithm,Generation,,International Conference on Quality Software,,,,21-16,10.1109/QSIC.2014.15
2014,inproceedings,"Cassiano BAL Monteiro, Luiz Alberto Vieira Dias, Adilson Marques da Cunha",A case study on pairwise testing application,Application,,International Conference on Information Technology: New Generations,,,,639-640,10.1109/ITNG.2014.42
2014,inproceedings,"Priti Bansal, Nitish Mittal, Aakanksha Sabharwal, Sakshi Koul",Integrating greedy based approach with genetic algorithm to generate mixed covering arrays for pair-wise testing,Generation,Search Based,International Conference on Contemporary Computing,,,,629-634,10.1109/IC3.2014.6897246
2014,inproceedings,Vesela Angelova,Early concept of classification test and contemporary approach to diagnostic test and combinatorial test,Diagnosis,,International Conference on Computer Systems and Technologies,,,,240-247,10.1145/2659532.2659618
2014,inproceedings,"Peter M. Kruse, Onn Shehory, Nelly Condori-Fernandez, Tanja E.J. Vos, Daniel Citron, Bilha Mendelson",Assessing the applicability of a combinatorial testing tool within an industrial environment,Evaluation,Tool,Ibero-American Conference on Software Engineering,,,,405-418,
2014,article,"Rubing Huang, Dave Towey, Jinfu Chen, Yansheng Lu",New metrics for prioritized interaction test suites,Optimization,Priority,IEICE Transactions on Information and Systems,,E97-D,4,830-841,10.1587/transinf.E97.D.830
2014,article,"Charles Song, Adam Porter, Jeffrey S. Foster",iTree: efficiently discovering high-coverage configurations using interaction trees,Generation,,IEEE Transactions on Software Engineering,TSE,40,3,251-265,10.1109/TSE.2013.55
2014,article,"Cemal Yilmaz, Emine Dumlu, Myra B. Cohen, Adam Porter",Reducing Masking Effects in CombinatorialInteraction Testing: A Feedback Driven Adaptive Approach,Application,Adaptive CT,IEEE Transactions on Software Engineering,TSE,40,1,43-66,10.1109/TSE.2013.53
2014,article,"Christopher Henard, Mike Papadakis, Gilles Perrouin, Jacques Klein, Patrick Heymans, Yves Le Traon",Bypassing the Combinatorial Explosion: Using Similarity to Generate and Prioritize T-Wise Test Configurations for Software Product Lines,Generation,"Search Based, Software Product Line",IEEE Transactions on Software Engineering,TSE,40,7,650-670,10.1109/TSE.2014.2327020
2014,inproceedings,"Hanefi Mercan, Cemal Yilmaz",Pinpointing Failure Inducing Event Orderings,Generation,Sequence CA,IEEE International Symposium on Software Reliability Engineering,ISSRE,,,232–237,10.1109/ISSREW.2014.34
2014,inproceedings,"Paolo Arcaini, Angelo Gargantini, Paolo Vavassori",Validation of Models and Tests for Constrained Combinatorial Interaction Testing,Model,Constraint,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,98-107,10.1109/ICSTW.2014.5
2014,inproceedings,"Sergiy Vilkomir, Brandi Amstutz",Using Combinatorial Approaches for Testing Mobile Applications,Application,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,78-83,10.1109/ICSTW.2014.9
2014,inproceedings,"Quentin Mayo, Ryan Michaels, Renée C. Bryce",Test Suite Reduction by Combinatorial-Based Coverage of Event Sequences,Optimization,"Reduction, Sequence CA","IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,128-132,10.1109/ICSTW.2014.14
2014,inproceedings,"Huayao Wu, Changhai Nie, Fei-Ching Kuo",Test Suite Prioritization by Switching Cost,Optimization,Priority,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,133-142,10.1109/ICSTW.2014.15
2014,inproceedings,"Xiaohua Li, Zhao Dong, Huayao Wu, Changhai Nie, Kai-Yuan Cai",Refining a Randomized Post-optimization Method for Covering Arrays,Optimization,Reduction,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,143-152,10.1109/ICSTW.2014.16
2014,inproceedings,"Jon Hagar, D. Richard Kuhn, Raghu N. Kacker, Tom Wissink",Introducing Combinatorial Testing in a Large Organization: Pilot Project Experience Report,Application,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,153,10.1109/ICSTW.2014.70
2014,inproceedings,George Sherwood,Functional Dependence and Equivalence Class Factors in Combinatorial Test Designs,Model,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,108-117,10.1109/ICSTW.2014.12
2014,inproceedings,"Preeti Satish, Arinjita Paul, Krishnan Rangarajan",Extracting the Combinatorial Test Parameters and Values from UML Sequence Diagrams,Model,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,88-97,10.1109/ICSTW.2014.11
2014,inproceedings,"D. Richard Kuhn, Raghu N. Kacker, Yu Lei",Estimating Fault Detection Effectiveness,Evaluation,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,154,10.1109/ICSTW.2014.69
2014,inproceedings,"Bernhard Garn, Dimitris E. Simos",Eris: A Tool for Combinatorial Testing of the Linux System Call Interface,Application,Tool,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,58-67,10.1109/ICSTW.2014.7
2014,inproceedings,"Eitan Farchi, Itai Segall, Rachel Tzoref-Brill, Aviad Zlotnick",Combinatorial Testing with Order Requirements,Generation,"Sequence CA, Constraint","IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,118-127,10.1109/ICSTW.2014.13
2014,inproceedings,"Gunwant Dhadyalla, Neelu Kumari, Timothy Snell",Combinatorial Testing for an Automotive Hybrid Electric Vehicle Control System: A Case Study,Application,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,51-57,10.1109/ICSTW.2014.6
2014,inproceedings,"Andrea Calvagna, Andrea Fornaia, Emiliano Tramontana",Combinatorial Interaction Testing of a Java Card Static Verifier,Application,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,84-87,10.1109/ICSTW.2014.10
2014,inproceedings,"Laleh Sh. Ghandehari, Jacek Czerwonka, Yu Lei, Soheil Shafiee, Raghu N. Kacker, D. Richard Kuhn",An Empirical Comparison of Combinatorial and Random Testing,Evaluation,,"IEEE International Conference on Software Testing, Verification and Validation Workshops",ICSTW,,,68-77,10.1109/ICSTW.2014.8
2014,inproceedings,"Achim Berger, Alexander Entinger, Albert Potsch, Andreas Springer",Improving IEEE 802154e LLDN performance by relaying and extension of combinatorial testing,Application,,IEEE Emerging Technology and Factory Automation,,,,1-4,10.1109/ETFA.2014.7005328
2014,inproceedings,"Achim Berger, Alexander Entinger, Albert Potsch, Andreas Springer",Improving IEEE 802154e LLDN performance by relaying and extension of combinatorial testing,Application,,IEEE Emerging Technology and Factory Automation,,,,1-4,10.1109/ETFA.2014.7005328
2014,inproceedings,"Roberto E. Lopez-Herrejon, Javier Ferrer, Francisco Chicano, Alexander Egyed, Enrique Alba",Comparative analysis of classical multi-objective evolutionary algorithms and seeding strategies for pairwise testing of Software Product Lines,Generation,"Search Based, Software Product Line",IEEE Congress on Evolutionary Computation,,,,387-396,10.1109/CEC.2014.6900473
2014,article,"Cemal Yilmaz, Sandro Fouche, Myra B. Cohen, Adam Porter, Gulsen Demiroz, Ugur Koc",Moving Forward with Combinatorial Interaction Testing,Other,"Survey, Adaptive CT",IEEE Computer,,47,2,37-45,10.1109/MC.2013.408
2014,inproceedings,"Peter M. Kruse, Wishnu Prasetya, Jurriaan Hage, Alexander Elyasov",Logging to Facilitate Combinatorial System Testing,Application,,Future Internet Testing - FITTEST workshop,,,,48-58,10.1007/978-3-319-07785-7_3
2014,inproceedings,"Ute Zeppetzauer, Peter M. Kruse",Automating test case design within the classification tree editor,Application,Tool,Federated Conference on Computer Science and Information Systems,,,,1585-1590,10.15439/2014F263
2014,article,"Bestoun S. Ahmed, Mouayad A. Sahib, Moayad Y. Potrus",Generating combinatorial test cases using Simplified Swarm Optimization (SSO) algorithm for automated GUI functional testing,Generation,"Search Based, Constraint","Engineering Science and Technology, an International Journal",,17,4,218-226,10.1016/j.jestch.2014.06.001
2014,inproceedings,"Achim Berger, Alexander Entinger, Albert Potsch, Andreas Springer",Improving IEEE 802154e LLDN performance by relaying and extension of combinatorial testing,Application,,Emerging Technology and Factory Automation,,,,1-4,10.1109/ETFA.2014.7005328
2014,article,Charles J. Colbourn,"Covering arrays, augmentation, and quilting arrays",Generation,,"Discrete Mathematics, Algorithms and Applications",,6,3,,10.1142/S1793830914500347
2014,article,"Sebastian Raaphorst, Lucia Moura, Brett Stevens",A construction for strength-3 covering arrays from linear feedback shift register sequences,Generation,,"Designs, Codes and Cryptography",DCC,73,3,949-968,10.1007/S10623-013-9835-2
2014,book,"D. Richard Kuhn, Raghu N. Kacker, Yu Lei",Introduction to combinatorial testing,Other,Survey,CRC press,,,,,
2014,book,Guanqiu Qi,Test Algebra for Concurrent Combinatorial Testing,Generation,,"Arizona State University, Tempe, USA",,,,,
2014,inproceedings,"Roberto E. Lopez-Herrejon, Javier Ferrer, Francisco Chicano, Evelyn Nicole Haslinger, Alexander Egyed, Enrique Alba",A parallel evolutionary algorithm for prioritized pairwise testing of software product lines,Generation,"Search Based, Priority, Software Product Line",Annual Conference on Genetic and Evolutionary Computation,GECCO,,,1255-1262,10.1145/2576768.2598305
2014,inproceedings,"Ali Darvish, Carl K. Chang",GUIDiVa: Automated discovery and validation of state-based GUI invariants,Application,Sequence CA,Annual Computer Software and Applications Conference,COMPSAC,,,65-74,10.1109/COMPSAC.2014.93
2014,inproceedings,"Rubing Huang, Jinfu Chen, Zhicheng Li, Rongcun Wang, Yansheng Lu",Adaptive random prioritization for interaction test suites,Optimization,Priority,Annual ACM Symposium on Applied Computing,,,,1058-1063,10.1145/2554850.2554854
2014,article,"Sangeeta Sabharwal, Manuj Aggarwal",Identifying Interactions for Combinatorial Testing using Data Flow Techniques,Model,,ACM SIGSOFT Software Engineering Notes,,39,6,1-4,10.1145/2674632.2674643
2013,book,Martin Fagereng Johansen,Testing Product Lines of Industrial Size: Advancements in Combinatorial Interaction Testing,Application,,"University of Oslo, Norway",,,,,
2013,phdthesis,Taha Triki,Filtering and reduction techniques of combinatorial tests. (Filtrage et réduction de tests combinatoires),Generation,,"University of Grenoble, France",,,,,
2013,phdthesis,Mehra N. Borazjany,Applying Combinatorial Testing to Systems with a Complex Input Space,Model,,The University of Texas at Arlington,,,,,
2013,inproceedings,"Ngoc Thi Bich Do, Takashi Kitamura, Van Tang Nguyen, Goro Hatayama, Shinya Sakuragi, Hitoshi Ohsaki",Constructing Test Cases for N-wise Testing from Tree-Based Test Models,Generation,,Symposium on Information and Communication Technology,,,,275-284,10.1145/2542050.2542074
2013,article,"Yeow Meng Chee, Charles J. Colbourn, Daniel Horsley, Junling Zhou",Sequence Covering Arrays,Generation,,SIAM Journal on Discrete Mathematics,,27,4,1844-1861,10.1137/120894099
2013,inproceedings,"Sergio Luna, Amit Lopes, Hoong Yan See Tao, Francisco Zapata, Ricardo Pineda","Integration, Verification, Validation, Test, and Evaluation (IVVT&E) Framework for System of Systems (SoS) ",Application,,Procedia Computer Science,,20,,298-305,10.1016/j.procs.2013.09.276
2013,inproceedings,"Loreto Gonzalez-Hernandez, Jose Torres-Jimenez, Nelson Rangel-Valdez, Josue Bracho-Rios",A Post-optimization Strategy for Combinatorial Testing: Test Suite Reduction through the Identification of Wild Cards and Merge of Rows,Optimization,Reduction,Mexican International Conference on Artificial Intelligence,,,,127-138,10.1007/978-3-642-37798-3_12
2013,article,"Rodrigo Fraxino Araujo, Marcio Eduardo Delamaro, Jose Carlos Maldonado",Functional test data generation for Simulink-like models,Application,,Journal of the Brazilian Computer Society,,19,3,325–339,10.1007/s13173-013-0104-z
2013,article,"Saswat Anand, Edmund K. Burke, Tsong Yueh Chen, John Clark, Myra B. Cohen, Wolfgang Grieskamp, Mark Harman, Mary Jean Harrold, Phil McMinn",An orchestrated survey of methodologies for automated software test case generation,Other,Survey,Journal of Systems and Software,JSS,86,8,1978-2001,10.1016/j.jss.2013.02.061
2013,article,"Ziyuan Wang, Haixiao He",Generating Variable Strength Covering Array for Combinatorial Software Testing with Greedy Strategy,Generation,,Journal of Software,,8,12,3173-3181,
2013,article,"Charles J. Colbourn, Jose Torres-Jimenez",Profiles of covering arrays of strength two,Generation,,Journal of Algorithms and Computation,,44,0,31-60,
2013,inproceedings,"Justyna Petke, Shin Yoo, Myra B. Cohen, Mark Harman",Efficiency and early fault detection with lower and higher strength combinatorial interaction testing,Evaluation,Constraint,International Symposium on the Foundations of Software Engineering,FSE,,,26-36,10.1145/2491411.2491436
2013,inproceedings,"Evelyn Nicole Haslinger, Roberto E. Lopez-Herrejon, Alexander Egyed",Using feature model knowledge to speed up the generation of covering arrays,Generation,,International Workshop on Variability Modelling of Software-intensive Systems,,,,16:1-16:6,10.1145/2430502.2430524
2013,inproceedings,"Sachin Patel, Priya Gupta, Vipul Shah",Feature interaction testing of variability intensive systems,Application,,International Workshop on Product Line Approaches in Software Engineering,,,,53-56,10.1109/PLEASE.2013.6608666
2013,inproceedings,"Elisa Puoskari, Tanja E. J. Vos, Nelly Condori-Fernández, Peter M. Kruse",Evaluating applicability of combinatorial testing in an industrial environment: a case study,Application,,International Workshop on Joining AcadeMiA and Industry Contributions to testing Automation,,,,7-12,10.1145/2489280.2489287
2013,inproceedings,"Andrea Calvagna, Emiliano Tramontana",Combinatorial Validation Testing of Java Card Byte Code Verifiers,Application,,International Workshop on Enabling Technologies: Infrastructure for Collaborative Enterprises,,,,347-352,10.1109/WETICE.2013.35
